CHROM	GENE	GENENAME	TRAIT	TRAITNAME	PVAL	LOG10P	FDR	P<1e-9	ANNOTATION
11	ENSG00000186652	PRG2	p30210	Eosinophill percentage	6.93E-06	5.15917	0.01865024433	0	RANDOM
3	ENSG00000176020	AMIGO3	p30300	High light scatter reticulocyte count	6.96E-06	5.15768	0.01865024433	0	RANDOM
3	ENSG00000164068	RNF123	p30300	High light scatter reticulocyte count	7.05E-06	5.15207	0.01881560849	0	RANDOM
18	ENSG00000101665	SMAD7	p30630	Apolipoprotein A	7.25E-06	5.13953	0.01928809094	0	RANDOM
20	ENSG00000101331	CCM2L	p30720	Cystatin C	7.33E-06	5.13484	0.01937336251	0	RANDOM
6	ENSG00000235109	ZSCAN31	p30250	Reticulocyte count	7.35E-06	5.13386	0.01937336251	0	RANDOM
16	ENSG00000140988	RPS2	p30760	HDL Cholesterol	7.37E-06	5.13235	0.01937336251	0	RANDOM
6	ENSG00000180573	H2AC6	p30250	Reticulocyte count	7.46E-06	5.12754	0.01951076704	0	RANDOM
19	ENSG00000181588	MEX3D	p30260	Mean reticulocyte volume	7.83E-06	5.10631	0.02040659901	0	RANDOM
12	ENSG00000171759	PAH	p30770	IGF-1	8.00E-06	5.09698	0.02074600063	0	RANDOM
12	ENSG00000174437	ATP2A2	p30210	Eosinophill percentage	8.02E-06	5.09562	0.02074600063	0	RANDOM
17	ENSG00000172057	ORMDL3	p30210	Eosinophill percentage	8.07E-06	5.09301	0.02074600063	0	RANDOM
6	ENSG00000235109	ZSCAN31	p30300	High light scatter reticulocyte count	8.10E-06	5.09175	0.02074600063	0	RANDOM
2	ENSG00000115216	NRBP1	p30870	Triglycerides	8.12E-06	5.09058	0.02074600063	0	RANDOM
12	ENSG00000204842	ATXN2	p30080	Platelet count	8.25E-06	5.08374	0.02092062458	0	RANDOM
9	ENSG00000198121	LPAR1	p30130	Monocyte count	8.25E-06	5.08356	0.02092062458	0	RANDOM
3	ENSG00000164077	MON1A	p30240	Reticulocyte percentage	8.32E-06	5.0797	0.02102589968	0	RANDOM
2	ENSG00000115234	SNX17	p30870	Triglycerides	8.39E-06	5.07614	0.02107433332	0	RANDOM
19	ENSG00000105376	ICAM5	p30690	Cholesterol	8.41E-06	5.07536	0.02107433332	0	RANDOM
18	ENSG00000141622	RNF165	p30070	Red blood cell distribution width	8.62E-06	5.06437	0.02153193503	0	RANDOM
9	ENSG00000106853	PTGR1	p30190	Monocyte percentage	8.89E-06	5.05128	0.0221064295	0	RANDOM
6	ENSG00000197153	H3C12	p30020	Haemoglobin concentration	9.30E-06	5.03167	0.02303989127	0	RANDOM
10	ENSG00000107863	ARHGAP21	p30280	Immature reticulocyte fraction	9.44E-06	5.02518	0.02329852773	0	RANDOM
3	ENSG00000173540	GMPPB	p30250	Reticulocyte count	9.58E-06	5.01867	0.02354849144	0	RANDOM
3	ENSG00000114268	PFKFB4	p30750	Glycated haemoglobin (HbA1c)	9.61E-06	5.01728	0.02354849144	0	RANDOM
3	ENSG00000173540	GMPPB	p30300	High light scatter reticulocyte count	9.71E-06	5.01285	0.0237011576	0	RANDOM
7	ENSG00000132437	DDC	p30190	Monocyte percentage	9.84E-06	5.00679	0.02394484731	0	RANDOM
5	ENSG00000164327	RICTOR	p30700	Creatinine	9.99E-06	5.00035	0.0242125532	0	RANDOM
7	ENSG00000106366	SERPINE1	p30110	Platelet distribution width	1.02E-05	4.98928	0.024746003	0	RANDOM
6	ENSG00000112812	PRSS16	p30020	Haemoglobin concentration	1.04E-05	4.9816	0.02509489876	0	RANDOM
6	ENSG00000124635	H2BC11	p30250	Reticulocyte count	1.10E-05	4.95871	0.02635613388	0	RANDOM
17	ENSG00000141736	ERBB2	p30000	White blood cell count	1.11E-05	4.95367	0.02656646618	0	RANDOM
14	ENSG00000170270	GON7	p30860	Total protein	1.13E-05	4.94507	0.02690699946	0	RANDOM
6	ENSG00000185130	H2BC13	p30290	High light scatter reticulocyte percentage	1.14E-05	4.94498	0.02690699946	0	RANDOM
17	ENSG00000108389	MTMR4	p30130	Monocyte count	1.16E-05	4.93602	0.02736872608	0	RANDOM
1	ENSG00000117500	TMED5	p30190	Monocyte percentage	1.19E-05	4.92282	0.02811185837	0	RANDOM
12	ENSG00000196091	MYBPC1	p30770	IGF-1	1.22E-05	4.91534	0.02846926931	0	RANDOM
8	ENSG00000147804	SLC39A4	p30670	Urea	1.22E-05	4.91422	0.02846926931	0	RANDOM
6	ENSG00000124575	H1-3	p30290	High light scatter reticulocyte percentage	1.27E-05	4.89782	0.02945968048	0	RANDOM
9	ENSG00000136783	NIPSNAP3A	p30760	HDL Cholesterol	1.31E-05	4.88187	0.03045336191	0	RANDOM
19	ENSG00000104856	RELB	p30640	Apolipoprotein B	1.32E-05	4.87983	0.03048863047	0	RANDOM
7	ENSG00000122507	BBS9	p30070	Red blood cell distribution width	1.33E-05	4.87717	0.03056792872	0	RANDOM
3	ENSG00000145029	NICN1	p30290	High light scatter reticulocyte percentage	1.35E-05	4.8702	0.03095348069	0	RANDOM
1	ENSG00000067334	DNTTIP2	p30130	Monocyte count	1.35E-05	4.86856	0.030961951	0	RANDOM
19	ENSG00000127666	TICAM1	p30850	Testosterone	1.39E-05	4.85741	0.03165646782	0	RANDOM
3	ENSG00000145029	NICN1	p30240	Reticulocyte percentage	1.40E-05	4.85433	0.03177107167	0	RANDOM
9	ENSG00000165138	ANKS6	p30260	Mean reticulocyte volume	1.41E-05	4.84958	0.03200932451	0	RANDOM
6	ENSG00000096654	ZNF184	p30300	High light scatter reticulocyte count	1.45E-05	4.83828	0.03273982503	0	RANDOM
6	ENSG00000096654	ZNF184	p30250	Reticulocyte count	1.50E-05	4.8252	0.033624928	0	RANDOM
6	ENSG00000197061	H4C3	p30020	Haemoglobin concentration	1.50E-05	4.8225	0.03371875266	0	RANDOM
12	ENSG00000166896	ATP23	p30110	Platelet distribution width	1.52E-05	4.81948	0.03383815938	0	RANDOM
1	ENSG00000162695	SLC30A7	p30120	Lymphocyte count	1.54E-05	4.81214	0.03420915415	0	RANDOM
7	ENSG00000122642	FKBP9	p30070	Red blood cell distribution width	1.54E-05	4.81179	0.03420915415	0	RANDOM
6	ENSG00000189134	NKAPL	p30260	Mean reticulocyte volume	1.56E-05	4.80817	0.03437895258	0	RANDOM
6	ENSG00000197153	H3C12	p30250	Reticulocyte count	1.59E-05	4.7986	0.03502659354	0	RANDOM
3	ENSG00000164077	MON1A	p30250	Reticulocyte count	1.61E-05	4.79306	0.03535721814	0	RANDOM
6	ENSG00000196812	ZSCAN16	p30290	High light scatter reticulocyte percentage	1.63E-05	4.78707	0.03557793755	0	RANDOM
17	ENSG00000008838	MED24	p30140	Neutrophill count	1.64E-05	4.78538	0.03557793755	0	RANDOM
19	ENSG00000104885	DOT1L	p30270	Mean sphered cell volume	1.64E-05	4.78388	0.03557793755	0	RANDOM
3	ENSG00000145020	AMT	p30290	High light scatter reticulocyte percentage	1.65E-05	4.7835	0.03557793755	0	RANDOM
3	ENSG00000163902	RPN1	p30190	Monocyte percentage	1.65E-05	4.78222	0.03557793755	0	RANDOM
3	ENSG00000145020	AMT	p30240	Reticulocyte percentage	1.65E-05	4.7817	0.03557793755	0	RANDOM
3	ENSG00000113946	CLDN16	p30270	Mean sphered cell volume	1.69E-05	4.7712	0.03632908944	0	RANDOM
3	ENSG00000145022	TCTA	p30240	Reticulocyte percentage	1.70E-05	4.76929	0.03636996856	0	RANDOM
12	ENSG00000111670	GNPTAB	p30770	IGF-1	1.72E-05	4.7655	0.03656924353	0	RANDOM
7	ENSG00000164610	RP9	p30070	Red blood cell distribution width	1.73E-05	4.76125	0.0368089675	0	RANDOM
10	ENSG00000136738	STAM	p30650	Aspartate aminotransferase	1.74E-05	4.75909	0.03687277919	0	RANDOM
3	ENSG00000145022	TCTA	p30290	High light scatter reticulocyte percentage	1.77E-05	4.75183	0.03727003135	0	RANDOM
6	ENSG00000233822	H2BC15	p30120	Lymphocyte count	1.78E-05	4.75059	0.03727003135	0	RANDOM
16	ENSG00000069345	DNAJA2	p30010	Red blood cell count	1.78E-05	4.75024	0.03727003135	0	RANDOM
17	ENSG00000067191	CACNB1	p30150	Eosinophill count	1.79E-05	4.74723	0.03740933727	0	RANDOM
6	ENSG00000233822	H2BC15	p30240	Reticulocyte percentage	1.83E-05	4.73844	0.03805263225	0	RANDOM
2	ENSG00000163798	SLC4A1AP	p30870	Triglycerides	1.84E-05	4.73455	0.03827311394	0	RANDOM
6	ENSG00000185130	H2BC13	p30240	Reticulocyte percentage	1.91E-05	4.71876	0.03956464465	0	RANDOM
20	ENSG00000101336	HCK	p30090	Platelet crit	1.93E-05	4.71499	0.03978369254	0	RANDOM
10	ENSG00000241058	NSUN6	p30650	Aspartate aminotransferase	1.98E-05	4.70348	0.04066620719	0	RANDOM
3	ENSG00000163347	CLDN1	p30270	Mean sphered cell volume	1.98E-05	4.70273	0.04066620719	0	RANDOM
6	ENSG00000233822	H2BC15	p30290	High light scatter reticulocyte percentage	2.03E-05	4.69311	0.04144712146	0	RANDOM
6	ENSG00000197153	H3C12	p30300	High light scatter reticulocyte count	2.04E-05	4.69066	0.04149812556	0	RANDOM
10	ENSG00000138347	MYPN	p30750	Glycated haemoglobin (HbA1c)	2.04E-05	4.68987	0.04149812556	0	RANDOM
6	ENSG00000196812	ZSCAN16	p30020	Haemoglobin concentration	2.06E-05	4.68667	0.041675597	0	RANDOM
12	ENSG00000111666	CHPT1	p30770	IGF-1	2.15E-05	4.66838	0.04296517642	0	RANDOM
19	ENSG00000224916	APOC4-APOC2	p30640	Apolipoprotein B	2.15E-05	4.66823	0.04296517642	0	RANDOM
19	ENSG00000267467	APOC4	p30640	Apolipoprotein B	2.15E-05	4.66823	0.04296517642	0	RANDOM
4	ENSG00000196344	ADH7	p30750	Glycated haemoglobin (HbA1c)	2.15E-05	4.66809	0.04296517642	0	RANDOM
3	ENSG00000067560	RHOA	p30240	Reticulocyte percentage	2.16E-05	4.66508	0.04313209056	0	RANDOM
6	ENSG00000158691	ZSCAN12	p30020	Haemoglobin concentration	2.17E-05	4.66258	0.0432492374	0	RANDOM
17	ENSG00000108423	TUBD1	p30130	Monocyte count	2.21E-05	4.65529	0.04383352108	0	RANDOM
7	ENSG00000122643	NT5C3A	p30070	Red blood cell distribution width	2.22E-05	4.65412	0.04383352108	0	RANDOM
9	ENSG00000164976	MYORG	p30020	Haemoglobin concentration	2.25E-05	4.6483	0.0442910798	0	RANDOM
8	ENSG00000147687	TATDN1	p30640	Apolipoprotein B	2.26E-05	4.64604	0.04435860555	0	RANDOM
1	ENSG00000169231	THBS3	p30030	Haematocrit percentage	2.26E-05	4.64503	0.04435860555	0	RANDOM
19	ENSG00000189114	BLOC1S3	p30710	C-reactive protein	2.28E-05	4.64171	0.04456557815	0	RANDOM
17	ENSG00000108443	RPS6KB1	p30130	Monocyte count	2.30E-05	4.63836	0.04477700841	0	RANDOM
10	ENSG00000099282	TSPAN15	p30750	Glycated haemoglobin (HbA1c)	2.32E-05	4.63462	0.04494771845	0	RANDOM
3	ENSG00000067560	RHOA	p30290	High light scatter reticulocyte percentage	2.32E-05	4.63413	0.04494771845	0	RANDOM
3	ENSG00000172771	EFCAB12	p30080	Platelet count	2.37E-05	4.62605	0.04565671427	0	RANDOM
2	ENSG00000171174	RBKS	p30870	Triglycerides	2.44E-05	4.61182	0.04703871346	0	RANDOM
6	ENSG00000196747	H2AC13	p30300	High light scatter reticulocyte count	2.49E-05	4.60406	0.04774632755	0	RANDOM
1	ENSG00000081019	RSBN1	p30110	Platelet distribution width	2.55E-05	4.59291	0.04884478991	0	RANDOM
10	ENSG00000107863	ARHGAP21	p30290	High light scatter reticulocyte percentage	2.57E-05	4.59071	0.04894972227	0	RANDOM
1	ENSG00000122483	CCDC18	p30190	Monocyte percentage	2.59E-05	4.58708	0.04918755745	0	RANDOM
6	ENSG00000189134	NKAPL	p30070	Red blood cell distribution width	2.59E-05	4.58608	0.04918755745	0	RANDOM
19	ENSG00000242852	ZNF709	p30870	Triglycerides	2.63E-05	4.58015	0.04964721338	0	RANDOM
6	ENSG00000197238	H4C11	p30120	Lymphocyte count	2.63E-05	4.57953	0.04964721338	0	RANDOM
14	ENSG00000170270	GON7	p30680	Calcium	2.67E-05	4.57397	0.04996170326	0	RANDOM
6	ENSG00000196812	ZSCAN16	p30240	Reticulocyte percentage	2.67E-05	4.57301	0.04996170326	0	RANDOM
1	ENSG00000160753	RUSC1	p30290	High light scatter reticulocyte percentage	2.68E-05	4.57239	0.04996170326	0	RANDOM
20	ENSG00000125820	NKX2-2	p30720	Cystatin C	2.68E-05	4.57181	0.04996170326	0	RANDOM
